x,y,v,theta,a,delta
-1.239585659309371,4.836408217690337,1.8939328049340138,-6.774785474231217,-0.06129865078544561,-0.02476078080822128
-1.0726205869111944,4.747007550494148,1.8878029398554692,-6.7889990624639305,-0.050406152656837164,-0.022542732816970387
-0.907479269999201,4.655539824788072,1.8827623245897855,-6.801897076833332,-0.04824035580598924,-0.019463697969411876
-0.7439691651259964,4.562199665621178,1.8779382890091867,-6.81300318152326,-0.04574733603051951,-0.010420125631258301
-0.5819220341496666,4.467293135205154,1.8733635554061348,-6.818933200058867,-0.042529601970299875,0.005747850569480125
-0.4208339219874193,4.371660869587099,1.8691105952091047,-6.815670190252222,-0.0385694790367854,0.025527571188007674
-0.25980103195633103,4.276770656712088,1.8652536473054262,-6.8012083051511185,-0.0440946892719975,0.03886931363440391
-0.09774782937541113,4.184410106577687,1.8608441783782264,-6.779227195078022,-0.05214826693006864,0.037871738209604974
0.06590844813920119,4.095843558761361,1.8556293516852196,-6.757861402499568,-0.07202763398430162,0.02485749450089114
0.2309556953222589,4.011031949263299,1.8484265882867894,-6.743880857300465,-0.08358649412145289,0.003086680939235277
0.3965273041303907,3.9288562175687023,1.8400679388746441,-6.742151911470882,-0.059143496007567666,-0.013856027676518898
0.5614913808472946,3.8473371793648368,1.8341535892738874,-6.7498784763405455,-0.05214187413448275,-0.020610568143671498
0.7252924900433206,3.7648120891400185,1.828939401860439,-6.761335537337,-0.04753714351745715,-0.02603839800526097
0.8876744340618304,3.68065570130436,1.8241856875086933,-6.775769906331882,-0.04325239711229414,-0.03167787861281232
1.0484059037745963,3.5943890862722987,1.8198604477974638,-6.793286775978855,-0.03996317938888255,-0.03726256592822496
1.2072242093717902,3.5055315244004346,1.8158641298585756,-6.81384558606829,-0.03694705189187222,-0.04321927875570989
1.363837603985126,3.4136301097826065,1.8121694246693885,-6.837642325214102,-0.03449712907106945,-0.05020566132920351
1.5179057903853395,3.3182226982444303,1.8087197117622815,-6.865235562846694,-0.032533198596340365,-0.058862638453608555
1.6689948950601408,3.2187905484852037,1.8054663919026475,-6.897535304247658,-0.031203654949438747,-0.06971277619086305
1.8165282741755662,3.1147185014712058,1.8023460264077036,-6.935737839409982,-0.030288038696752246,-0.08273632043932755
1.9597312353467478,3.005277083804577,1.7993172225380283,-6.981028951053761,-0.029392618797703336,-0.09768469144491142
2.0976002416546327,2.889658911474722,1.796377960658258,-7.034461363072831,-0.02853519303318293,-0.11327682252130261
2.2288828598952506,2.767043203169157,1.7935244413549396,-7.096389496240046,-0.02621663622800513,-0.1258177539684226
2.3521292222408974,2.636744955345401,1.7909027777321391,-7.165133596612126,-0.027085063263968055,-0.13154035119109933
2.4659676552675114,2.4984910629628283,1.7881942714057424,-7.236934858296141,-0.02979968894055492,-0.13016646160239123
2.5694377731299123,2.3526475775669287,1.785214302511687,-7.307870156224991,-0.02446275840106262,-0.1177802633061047
2.662156131491626,2.200091990708788,1.7827680266715806,-7.371882491249853,-0.017880622740283993,-0.09042909570695853
2.744812403562377,2.0421345310666714,1.7809799643975521,-7.420868849193117,-0.007175928676514142,-0.0455241114581908
2.819559810843983,1.8804814412708597,1.7802623715299006,-7.445454784478093,0.00445730425625882,0.029077073651215098
2.890282129091012,1.71710551031217,1.7807081019555264,-7.429764053062266,0.01768744352678059,0.18474441457595372
2.963577470912359,1.5548187076725453,1.7824768463082046,-7.328924540544005,0.0264784630289071,0.1328172456130202
3.0529263345609845,1.400581819604393,1.7851246926110953,-7.256759193731143,0.022343746687291204,-0.17963876150205824
3.1533124430770885,1.2529697235597548,1.7873590672798245,-7.354993173894885,0.01433757638550971,0.08575639372861217
3.238844292000192,1.0960276094741166,1.7887928249183755,-7.3084312591043235,5.6262180811739426e-05,-0.02797609641140183
3.3316627218587613,0.9431141150291054,1.7887984511364567,-7.3235998955642545,0.021294035630382607,-0.21843967306159123
3.422151358089229,0.7888098516368324,1.7909278546994951,-7.443927293444875,0.0345213580196095,-0.3441260136417274
3.493548338263782,0.6245640083733275,1.7943799905014561,-7.638425309664352,0.05027153690175414,-0.40000000836862487
3.5319284953443466,0.4492786437658074,1.7994071441916315,-7.868319767095932,0.06504564037862631,-0.39999999533626895
3.5293485698268907,0.2693564253212717,1.8059117082294942,-8.098858290859924,0.07835764253877468,-0.19878899448214118
3.4855666489719757,0.094152788414221,1.8137474724833718,-8.209100760436526,-0.07248497545779123,0.1028265980744424
3.4225022754899466,-0.07590509507465862,1.8064989749375926,-8.152385128037862,0.03344430870139694,-0.2513030458558138
3.3693921756593905,-0.24857154450967225,1.8098434058077324,-8.292925486323485,-0.014657474853930133,0.4000000089193218
3.292476785238826,-0.41239875303105755,1.8083776583223394,-8.0610498687533,0.026724530006933114,-0.4000000048856215
3.2552980503889817,-0.5893734383003323,1.8110501113230328,-8.292737693380763,0.04855690428683995,-0.40000000877476816
3.178362164417198,-0.7533243288345663,1.815905801751717,-8.524767912954882,0.05685000364276773,0.4000000094241422
3.0654850788911987,-0.8955702509958422,1.8215908021159937,-8.292115585979019,0.029206382928923882,0.40000000946511516
2.988204013619403,-1.0605234790757812,1.824511440408886,-8.058734901502044,-0.021030434061970086,0.40000000952168785
2.9511070275538174,-1.2391634342556872,1.822408397002689,-7.824980027261773,-0.0025107237183900418,0.0026230389443735913
2.9563915638431837,-1.4213276385628602,1.82215732463085,-7.823531463879605,0.002018550783867048,0.01641609781453737
2.9619392064902996,-1.6034589011679343,1.8223591797092367,-7.814466191089902,0.0006025605176168541,0.08847551501202429
2.9691384655855764,-1.7855525596714206,1.8224194357609984,-7.765479464522665,-0.002016322202719045,0.0817180130873758
2.985246226027353,-1.967081251761527,1.8222178035407266,-7.720250106690568,-0.006339610622458408,0.09743706379526482
3.0095424521882603,-2.1476760208711165,1.8215838424784807,-7.666275687050145,-0.0006345026761966762,0.11666389346980585
3.0435342322706407,-2.3266347754449503,1.8215203922108612,-7.601584027914546,-0.0018694160126947878,0.16981984090046043
3.089022390017346,-2.5030155932716376,1.8213334506095917,-7.506935973572438,-0.003639519231731278,0.1630249116599551
3.150969781694311,-2.6742904485409245,1.8209694986864187,-7.416153718002325,0.0032831394067931313,0.15550020068719167
3.228174020112077,-2.8392110498064893,1.821297812627098,-7.329648953279527,0.01136993989033215,0.13741324677357425
3.319354644338237,-2.996873191706599,1.822434806616131,-7.2533284470105555,0.002128717868680113,-0.3999999949969753
3.4223552792409175,-3.147217980287063,1.822647678402999,-7.486817255217278,0.0010056255352506888,-0.4000000001622553
3.487782909330398,-3.317334619146266,1.822748240956524,-7.720333339740381,3.0337241443796388e-05,-0.4000000026903908
3.512071172073765,-3.497983980595484,1.8227512746806684,-7.953862309899117,0.004386260386052791,0.10870796479881786
3.4938956646109744,-3.6793506617195817,1.8231899007192738,-7.893579940246248,-0.0010660056912848482,-0.4000000053680702
3.4866780279882112,-3.861526730022829,1.8230833001501452,-8.127165497225791,-0.018814102629625937,-0.4000000087312713
3.43749149681751,-4.037074479493612,1.8212018898871827,-8.36073739882018,-0.021364066593992502,-0.4000000095824162
3.3491006843184947,-4.196306472205663,1.8190654832277835,-8.594068256265171,-0.023746929647009786,-0.4000000089619592
3.2264316620299907,-4.330628113401302,1.8166907902630824,-8.827125398679073,-0.026374316725232445,-0.4000000090416585
3.076253318647337,-4.432853939165189,1.8140533585905592,-9.05987829747586,-0.013986088294826712,-0.40000000793974044
2.9067917878190825,-4.497589442928437,1.8126547497610765,-9.292293290027073,-0.016042803856884284,-0.40000000802245594
2.7271147902103894,-4.521534148995531,1.8110504693753882,-9.5245290940434,-0.01781440657403362,-0.4000000081009945
2.5469100201411052,-4.5034986597999325,1.809269028717985,-9.75655935905502,-0.041016420320569236,0.400000007567777
2.3758502204701784,-4.444565739294297,1.805167386685928,-9.524757331068772,-0.04343441090997895,0.40000000775794275
2.1962349418504745,-4.426547841916657,1.80082394559493,-9.29348080189125,-0.04594272425813343,0.4000000079084475
2.01770253384403,-4.450124273404511,1.7962296731691165,-9.062760750640848,-0.047986685880577355,0.40000000804193464
1.8497219532978306,-4.51373979782343,1.7914310045810589,-8.83262931362889,-0.04591162910398612,-0.40000000746342973
1.7010791590716312,-4.613727647917183,1.7868398416706603,-9.062145948881728,-0.051740119157350516,0.40000000817102993
1.5340156388948065,-4.6771133436532395,1.7816658297549253,-8.833217529112117,-0.05337149839007384,0.40000000820489695
1.3861246353213685,-4.7764691806795785,1.776328679915918,-8.604951999382006,-0.06045944659894634,0.40000000933725666
1.2649171241444397,-4.90632361851369,1.7702827352560233,-8.377370260088243,-0.06176260092258711,0.4000000097600298
1.176435207559772,-5.059653198389718,1.7641064751637645,-8.150563121881572,-0.06312090976977201,0.4000000093345235
1.1248787271132146,-5.228361958924288,1.7577943841867874,-7.9245472812021855,-0.06451891963424604,0.40000000932708796
1.112485029008905,-5.403703931133127,1.7513424922233627,-7.699340140324613,-0.06609682375415192,0.4000000093146051
1.1394602360333874,-5.5767482707015095,1.7447328098479475,-7.474959610437001,-0.06207110769333963,0.40000000795725305
1.2040174576387288,-5.738838649552933,1.7385256990786135,-7.251425908352557,-0.047790109306288166,0.40000000930647284
1.302548394407031,-5.8820740172633155,1.7337466881479848,-7.028687455248265,-0.028296920756926122,0.40000000941005753
1.429934975906979,-5.999681137117507,1.7309169960722923,-6.806561284948362,-0.004867621338512278,0.400000009234025
1.579856063457917,-6.086193586975682,1.7304302339384412,-6.5847976525306615,0.005909481374626309,0.4000000088017962
1.7450877114011027,-6.137597774190943,1.7310211820759038,-6.363096383936073,0.008334032841444563,0.4000000071734358
1.917637427623871,-6.151415833367136,1.7318545853600482,-6.1413194045691535,-0.03215790523274451,-0.4000000098911732
2.089083047506321,-6.126929051801388,1.7286387948367739,-6.363203160545809,-0.04299967707090496,-0.400000009868698
2.2613938108733795,-6.140746492158014,1.7243388271296833,-6.584674912125673,-0.06422875472971926,-0.4000000099444485
2.426050101417586,-6.191949518354632,1.7179159516567115,-6.805595755498445,-0.11136086853484692,-0.4000000098430825
2.5749279542383254,-6.277668460888077,1.7067798648032269,-7.025693705393845,-0.0855422968247983,0.4000000066523188
2.7006792029220956,-6.393070360887383,1.698225635120747,-6.807022503544976,-0.0892900223730473,0.40000000565039
2.8477296082665333,-6.478016704927896,1.6892966328834422,-6.589447263021565,-0.09120580516979582,0.4000000035989883
3.0087985074723598,-6.528948432243359,1.6801760523664626,-6.373015999995241,-0.08507903731467316,0.2137169167451315
3.176138654941585,-6.544021279168724,1.6716681486349954,-6.262515750388389,-0.08684466910570458,0.22043679400871558
3.3432697616889477,-6.540566261222447,1.6629836817244248,-6.149005378631559,-0.0763336032954474,-0.28674684747550994
3.5080733356371505,-6.518319255340387,1.6553503213948801,-6.2976022247016585,-0.052377860290436125,-0.39999999839917305
3.67359116505241,-6.520705677575098,1.6501125353658366,-6.509684311792015,-0.03785273439128031,-0.3999999002367362
3.834387795956743,-6.557761814496401,1.6463272619267086,-6.721095280295136,-0.032275677773189605,-0.28024503340105167
3.9834857635246816,-6.627573923766504,1.6430996941493896,-6.864684770679513,-0.0375175286039848,-0.14256390045560643
4.120789741106285,-6.7178257037456754,1.639347941288991,-6.936153464540901,-0.023666688274913535,0.40000000974507544
4.251000526105108,-6.817423736839079,1.6369812724614998,-6.726121582249804,-0.037061393468175226,0.40000000972591665
4.398901307601336,-6.887583808793873,1.6332751331146822,-6.516392915593682,-0.06099432045662739,0.4000000097154957
4.557807565500122,-6.9253287131534345,1.6271757010690195,-6.307139076406071,-0.09600632917490641,0.4000000097226739
4.7204784555464485,-6.929226039548608,1.6175750681515288,-6.0986666913285035,-0.06281567848041052,-0.000996029873996364
4.87949007784045,-6.899547849130657,1.6112935003034878,-6.099154919699445,-0.05740972385344453,-0.0059301519818307676
5.037898621096202,-6.870062244765253,1.6055525279181433,-6.102050473443137,-0.05164721024579847,-0.012643400100438958
5.195827172373417,-6.84113886511274,1.6003878068935635,-6.108202208210476,-0.055531639416080525,-0.021995586150288758
5.353422077880943,-6.8132774745765525,1.5948346429519555,-6.118871040292531,0.0,0.0
